COUNTY,STATE,2020-mean,2021-mean,2023-mean
Scotland County,MO,80878.38689422361,99551.1308307773,113504.26450359864
Ringgold County,IA,137438.3590301375,146301.59060162652,156061.00781908524
Custer County,CO,267678.94711098424,320382.66584449663,382158.7739066908
Putnam County,MO,121852.34243854677,134028.3970683312,169501.48823972532
Republic County,KS,74154.47315370785,79665.91412683151,95324.62888357342
Hyde County,NC,168552.6238049512,197383.5139315252,226775.94013051005
Hot Springs County,WY,159942.43007761388,176614.4873314482,220894.65579773925
Furnas County,NE,127444.29726554216,140548.28809140882,135857.17762691568
Crane County,TX,167543.58554662947,187913.9529172848,192630.5910111892
Schley County,GA,110676.491165587,129832.12079948829,153621.89117452814
Lincoln County,NV,157685.9971149755,193171.66909372536,201845.1897020286
Cameron County,PA,89103.19829941576,90916.4101541037,79790.16980834947
Morrill County,NE,105300.14012881152,119861.52972566326,134745.69612016875
Mineral County,NV,118602.7684374548,129708.91169703443,133306.52447364712
Dewey County,OK,94648.270168472,103212.0024992941,109873.05980411929
Florence County,WI,136030.602342224,152054.16847059532,175696.23472295087
Calhoun County,IL,135046.82831969517,145540.21130792476,156555.62446413405
Hickman County,KY,87082.46267912241,105084.89059025476,128947.58063267713
Mills County,TX,172202.6099982118,197618.25269054383,197610.91280203432
Oneida County,ID,180068.18960480517,239013.5661958511,298563.6680368292
Phillips County,CO,177679.2598670503,204335.51501479544,235798.39647162124
Mineral County,MT,203026.267205958,268379.09333883104,343146.828062261
Marshall County,SD,194917.6541382633,217088.56979331045,226870.94576993887
Wahkiakum County,WA,267413.3770714112,323367.37901602086,374006.4180446688
Adams County,ID,288794.48419192113,392146.0230583036,456343.5986062975
Menominee County,WI,175313.6780100145,197421.9562464757,245324.7948623213
Kimble County,TX,204421.0695168528,251779.79108449057,251806.3274393832
Deuel County,SD,214675.4845635503,243667.2373352565,282529.0763546028
Custer County,ID,207938.2821908621,271408.9685500686,311195.20438875875
Tensas Parish,LA,,,171719.39298372055
Bath County,VA,154993.40996073434,180176.979607989,196564.23465432544
Phillips County,MT,130518.79553973714,160985.88816677075,186205.1239293432
Hidalgo County,NM,,,106675.07906446936
Kittson County,MN,147736.57559369496,149827.16430427166,149028.46614750268
Barber County,KS,50974.59510559953,57755.78250440327,65178.3302470095
Lamoure County,ND,140062.25094423594,139132.8134290777,122951.8900895618
Grant County,OK,76321.26455711266,85720.57704725202,95843.23054332464
Sharkey County,MS,,,101234.57341566682
Nuckolls County,NE,73681.71505886382,85967.56778204227,99955.74697608135
Union County,NM,83825.18082157672,94849.0366245544,98498.49971424998
Stafford County,KS,63645.92976692508,73180.25854397156,81227.36286023799
Owsley County,KY,99106.43647994088,121236.80436339596,132461.12256838268
Schuyler County,MO,116358.4320873776,141823.03396263337,151226.27006475304
Meade County,KS,80909.95355246706,91723.42384442966,107717.13805849162
Dunn County,ND,287258.317849508,302722.3602038809,314271.27384216833
Storey County,NV,346813.85771582363,412731.028863152,445013.8920718446
Valley County,NE,123357.9653460181,142004.0789746519,167801.10917803808
Wells County,ND,176525.89568282384,170177.2765849322,147431.00596219813
Kearny County,KS,131427.08415446663,155395.9540761746,175785.73785212604
Edmunds County,SD,164893.42342930206,180881.32169162933,213334.1757005069
Columbia County,WA,210637.74443357755,239474.7847446529,267718.9603690319
Corson County,SD,82797.23489063427,95024.7787830201,113988.77338081026
Mason County,TX,222329.47080137624,269591.3260914729,307154.3407576008
Red Lake County,MN,172428.34084186848,190342.074325204,201056.2040350726
Sargent County,ND,151014.52778132586,154989.41385841198,145994.67192228822
Pope County,IL,133864.89921376092,148716.15048826716,151590.66204130134
Ellis County,OK,80213.16186036356,88127.97529573394,98099.2497370481
Haskell County,KS,119966.01389979896,130265.90428918184,152944.03250233398
Clark County,SD,171034.128195383,174960.74878072002,179739.19105621552
Knox County,MO,99018.27488081052,113879.19937817888,121690.58529527202
Lake of the Woods County,MN,172606.61846235226,185453.64065556813,211488.0802229801
Cavalier County,ND,142954.4653943374,140537.46078353567,139527.50608681477
Fisher County,TX,94353.86208315362,101039.79587312748,87890.62324850632
Hardin County,IL,87041.07751596901,96452.98221362906,97491.5915201551
Adams County,IA,113682.67124876437,126478.57893969234,143267.36636498288
Norton City,VA,77333.86331973126,91388.34712447744,104887.84209401174
Chase County,NE,144742.79642621227,160887.44876251346,181412.4731314459
Echols County,GA,125130.00678816362,141774.80193049682,150668.6760956348
Sweet Grass County,MT,236590.7016685129,293700.90184276266,365429.99106357753
Petersburg Borough,AK,321325.22795154015,350261.7180201604,315991.33013072325
Lewis County,ID,160849.849462626,208778.58812863348,247089.4780522833
Smith County,KS,64609.58323942373,71887.96027773224,82229.96838246896
Kimball County,NE,101153.18946560724,121904.80284376828,145955.43375322598
Catron County,NM,165438.63281618274,189623.132732627,198020.68337336395
Hardeman County,TX,,,68063.89664571734
Mercer County,MO,93544.65974513756,104915.8603455316,117543.49326936496
Sheridan County,MT,120375.08194784365,146405.79852637058,173779.17556325064
Costilla County,CO,160102.8440342803,185481.60638375548,198572.1568374557
Osborne County,KS,62496.318616611,63811.57366258898,69844.5312277719
Baylor County,TX,90799.2196836631,103987.74879814622,101110.36135582878
Roger Mills County,OK,132750.46156856848,146198.71764075872,162273.41667181315
Hemphill County,TX,159714.6176377788,174315.97952605644,159862.70810997032
Webster County,NE,87690.24197869228,100560.28786343228,112411.73746977407
Tyrrell County,NC,125983.14502995725,148928.5619590071,159317.9989054428
Sutton County,TX,144705.21941486516,164670.7505636773,151353.13543997222
Bennett County,SD,,,
Foster County,ND,154355.22286425412,162075.97005839067,163342.60444265697
Chautauqua County,KS,59606.1879060342,64841.19050155952,71979.51104338768
Nance County,NE,125655.94362570326,143342.2688153297,162282.1920628892
Knox County,TX,,,85922.51722696052
Reagan County,TX,,,153212.35492282567
Traverse County,MN,116368.73677518748,122486.05358483596,131012.7737518226
Harper County,OK,51588.82382316829,60719.6270347966,72107.70008585157
Upton County,TX,108783.63505680268,110706.14816752548,91649.92333856004
Granite County,MT,238432.67409126725,317440.9991090056,393040.6008631263
Emmons County,ND,106913.72563511478,109787.2714338738,110027.04887860442
Coke County,TX,132152.13283149118,147576.49112759237,143261.87948241737
Donley County,TX,,,105745.21072870569
Harlan County,NE,122782.0625268204,140212.4385713844,153154.5506043743
Kinney County,TX,96758.5682472512,103418.89539123852,110067.77160063882
Concho County,TX,154668.43834275627,170781.25563972074,142661.98906623077
Woodson County,KS,71858.54585009308,83344.98062465187,85020.87699755288
Shackelford County,TX,134172.13892562944,158045.14373335455,155678.63618879954
Lipscomb County,TX,,,136979.26053719697
Sierra County,CA,242227.45960723123,287429.1238437958,317596.3005149072
Fallon County,MT,146287.60509004208,176111.15701776394,180217.68420958504
Hand County,SD,177916.58503099412,203178.09956995587,239520.8232476247
Nelson County,ND,162423.5779749037,168260.58249319528,138145.04218679873
Bowman County,ND,178063.52677036982,187328.958625125,177718.20821034725
Sherman County,NE,122569.6711079273,135497.58357655324,158514.95612519674
Perkins County,SD,99673.9995676066,114374.38448174506,129326.85153976108
Stanley County,SD,236837.3152327836,271612.7815596524,301450.28101229534
Lincoln County,KS,81429.23311875273,93334.83097667612,104629.76475784776
Collingsworth County,TX,97798.9795115594,104707.92989948337,88095.3526644399
Crockett County,TX,,,106985.3446743191
Baker County,GA,,,114628.55647107952
Jewell County,KS,74673.84493217418,78251.10216988463,87895.36791432521
Franklin County,NE,90107.2100977672,100639.26369273337,112230.04990676016
Edwards County,KS,60462.38318559231,68477.58170321265,75251.53900965255
Glascock County,GA,,149447.45430722975,158349.70195963394
Clay County,GA,110270.66096066438,128856.07525222888,144024.53921056117
Rush County,KS,51341.471360612544,58421.0885739965,64865.104112475376
Hall County,TX,,,79895.11192155792
Jackson County,SD,,,140412.39031514968
Perkins County,NE,138421.1710413599,157550.7878310135,181376.4184820889
Real County,TX,206853.93455178163,242771.59100395057,275077.73398050363
Trego County,KS,93138.61406699248,102692.58466693386,117795.83462942803
Decatur County,KS,69419.06948084544,76345.28269226714,85123.88664967955
Logan County,KS,112961.09286908573,112854.78109391558,127594.97993055236
Gove County,KS,97799.61526530242,107567.04181074716,120556.17417982427
Brown County,NE,99756.95904706196,108093.8983138413,119316.3976150722
Morton County,KS,84719.91567058489,87234.3973415594,96652.11367278156
Ness County,KS,70492.5095291655,72456.24912294306,78968.20120201928
Cheyenne County,KS,90636.87184200477,99772.77090490998,124076.6558986159
Hitchcock County,NE,86418.79367441959,101226.03565605589,120159.90500240908
Potter County,SD,,,142073.38136377934
Chase County,KS,108195.7689381892,121129.60965577052,137249.2510745681
Hamilton County,KS,92480.78449464694,106781.13840985924,127956.10111836006
Pawnee County,NE,100535.86239319415,112863.4017839972,129009.4025877082
Cochran County,TX,,,65090.86940469551
Harmon County,OK,64300.9511060803,69767.51358885651,67907.48101027757
Rawlins County,KS,84366.87482727173,93191.19657321264,105819.53247338292
Frontier County,NE,120638.4699379023,136794.72207327982,160816.48918569394
Rich County,UT,309081.74548310885,400435.1201888368,520591.2847098599
Hettinger County,ND,104299.61966237538,103702.43382835553,113965.71094743173
Wayne County,UT,,,363284.46118927887
Niobrara County,WY,135537.23535620674,155064.03162102363,170531.35491051569
Elk County,KS,56459.01671908062,60510.076573718914,68092.11153007076
Sheridan County,KS,149169.39174340025,161251.10696038604,178364.06120318852
Sedgwick County,CO,113270.24749945424,133601.0338826166,147530.15148059488
Kiowa County,KS,105012.07533675224,109063.395977678,126486.49229856978
Graham County,KS,74187.18096727628,74374.57094904465,87269.8437764324
Kidder County,ND,,208715.1965902881,204182.21901623
Eddy County,ND,107756.21753366308,115612.22206364154,107190.92677361004
Webster County,GA,88586.11305352351,108746.80782534678,131228.492113388
Sanborn County,SD,161987.89666447055,180827.53646312887,197425.71326096065
Sherman County,TX,,,157746.39288611786
Renville County,ND,178538.76195422237,187868.4880546956,176041.2719057235
Miner County,SD,127835.0856274707,141511.64288122274,179047.20085166724
Dolores County,CO,213809.2425186507,248606.66343703808,271900.7356659516
Garfield County,WA,155236.75326947615,177810.8009467943,211863.3471783868
Cimarron County,OK,65874.25958965711,75061.92352079562,77081.08914355606
Quitman County,GA,76359.79301519362,89715.65684461173,108708.44052672706
Griggs County,ND,,,98970.8804686191
Adams County,ND,,126808.36757280478,126110.3825424112
Highland County,VA,182104.2851033012,210116.01863593984,244351.9611522728
Greeley County,NE,131832.0390663585,152957.10501249594,158533.030173621
Culberson County,TX,,,136643.4261132475
Robertson County,KY,103670.49561877218,129781.98629064683,158363.1363327845
Towner County,ND,98180.5832063886,103426.40462317732,107912.8927339642
Burke County,ND,,,137845.77195774706
Wichita County,KS,117841.911070415,123495.4324103818,136319.03501464665
Wrangell Borough,AK,,,280243.9046792962
Haines Borough,AK,,297702.44636656257,311409.2228192767
Stanton County,KS,107950.47609500756,116334.84147778404,127543.66741390974
Wheatland County,MT,93526.99874840416,115996.54847457603,146013.92260486155
Keweenaw County,MI,133063.28225139328,144071.31603142095,168119.19312904155
Liberty County,MT,135268.27711136913,156874.43085160738,182521.1245885937
Jeff Davis County,TX,203430.2678885544,231711.2932250597,239732.3351093654
Judith Basin County,MT,164722.02619991015,208476.4184576784,244638.27907021568
Clark County,KS,54297.98788320387,65026.41455335787,78536.52514925467
Menard County,TX,,,152645.07584770818
Armstrong County,TX,154999.95812458763,181600.3583719316,191076.25515370967
Gilliam County,OR,175926.49195171098,201484.59929969927,206164.1417111192
Meagher County,MT,185882.3395548908,230375.25845815937,282279.55009595124
Dundy County,NE,,,156266.0140573415
Garfield County,NE,310519.5301004065,349224.6492566802,415849.9270018815
Deuel County,NE,107523.4165920606,122143.69298703384,149291.5834337983
De Baca County,NM,,,97154.1163829197
Hodgeman County,KS,89454.25356675101,101060.22387599706,118783.50657665925
Oliver County,ND,,255733.6020525992,224917.07588542555
Golden Valley County,ND,,,163707.148995598
Boyd County,NE,118821.82915396856,129918.89993346354,122799.9061130732
Jerauld County,SD,174528.3540843045,196666.51124013,204975.36693724967
Gosper County,NE,216670.94363786984,231480.43925092305,278179.1033688426
Comanche County,KS,61568.53247573597,67678.19909305821,74103.05846779388
McCone County,MT,124968.02164986194,158045.60244487532,186093.34676454208
Sherman County,OR,183237.99681660524,220363.49052507032,241098.61145847515
Powder River County,MT,132479.72703069448,174092.2147608463,221798.46742656027
Daniels County,MT,130990.30138219298,163393.43302325765,176965.5188721879
Garden County,NE,118676.06317153196,138324.26840038656,158332.95437637172
Cheyenne County,CO,111968.73775117092,138749.7316384053,174143.20794889532
Eureka County,NV,149688.34271052017,155004.614366156,149171.32178321952
Taliaferro County,GA,110080.75636061504,133271.55116477894,149875.8158835427
Dickens County,TX,,,87053.58154706542
Cottle County,TX,,,67894.22089817845
Irion County,TX,201580.05561188865,234873.60619122043,233299.7735338601
Campbell County,SD,,,252730.1228859441
